id,gender,age,class,embarked,country,fare,sibsp,parch,survived
391,female,48.0,1st,Cherbourg,United States,31.1308,0.0,0.0,yes
392,female,22.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
393,female,42.0,1st,Cherbourg,United States,110.1708,0.0,0.0,yes
394,male,28.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
395,male,48.0,3rd,Queenstown,Ireland,6.19,0.0,0.0,no
396,male,36.0,1st,Southampton,Canada,26.0509,0.0,0.0,yes
397,male,19.0,3rd,Queenstown,Ireland,7.1707,0.0,0.0,no
398,male,20.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
399,male,32.0,3rd,Southampton,,56.0911,0.0,0.0,yes
400,female,20.0,3rd,Southampton,England,34.0706,2.0,2.0,no
401,female,7.0,3rd,Southampton,England,34.0706,2.0,2.0,no
402,male,23.0,3rd,Southampton,England,8.01,0.0,0.0,no
403,male,18.0,3rd,Southampton,England,34.0706,2.0,2.0,no
404,female,54.0,3rd,Southampton,Scotland,34.0706,1.0,3.0,no
405,male,14.0,3rd,Southampton,England,34.0706,1.0,3.0,no
406,male,30.0,1st,Southampton,United States,27.15,0.0,0.0,no
407,female,24.0,1st,Southampton,Canada,263.0,3.0,2.0,yes
408,female,28.0,1st,Southampton,Canada,263.0,3.0,2.0,yes
409,female,23.0,1st,Southampton,Canada,263.0,3.0,2.0,yes
410,male,19.0,1st,Southampton,Canada,263.0,3.0,2.0,no
411,male,64.0,1st,Southampton,Canada,263.0,1.0,4.0,no
412,female,60.0,1st,Southampton,Canada,263.0,1.0,4.0,yes
413,male,28.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
414,male,38.0,2nd,Southampton,United States,13.0,0.0,0.0,no
415,female,32.0,1st,Cherbourg,England,56.1807,0.0,0.0,yes
416,male,37.0,1st,Southampton,England,26.11,0.0,0.0,no
417,male,49.0,1st,Southampton,United States,133.13,2.0,0.0,yes
418,male,43.0,1st,Cherbourg,United States,27.1405,1.0,0.0,yes
419,female,42.0,1st,Southampton,United States,133.13,1.0,0.0,yes
420,female,22.0,1st,Cherbourg,Switzerland,49.1,0.0,2.0,yes
421,male,60.0,1st,Cherbourg,Switzerland,79.04,1.0,1.0,yes
422,female,48.0,1st,Cherbourg,Switzerland,79.04,1.0,1.0,yes
423,male,39.0,2nd,Belfast,England,,0.0,0.0,no
424,male,39.0,1st,Southampton,England,,0.0,0.0,no
425,female,38.0,2nd,Southampton,India,13.0,0.0,0.0,no
426,male,37.0,1st,Southampton,England,53.02,1.0,0.0,no
427,female,35.0,1st,Southampton,England,53.02,1.0,0.0,yes
428,male,36.0,2nd,Southampton,England,26.0,0.0,0.0,no
429,male,38.0,2nd,Southampton,England,21.0,1.0,0.0,no
430,male,33.0,2nd,Southampton,England,21.0,1.0,0.0,no
431,male,29.0,3rd,Queenstown,Ireland,7.141,0.0,0.0,no
432,male,23.0,3rd,Southampton,England,14.1,0.0,0.0,no
433,female,39.0,2nd,Southampton,England,13.0,0.0,0.0,yes
434,male,19.0,2nd,Southampton,England,26.0,0.0,0.0,no
435,male,26.0,2nd,Southampton,Channel Islands,10.1,0.0,0.0,no
436,male,47.0,1st,Southampton,England,38.1,0.0,0.0,no
437,female,38.0,3rd,Cherbourg,United States,7.0407,0.0,0.0,yes
438,male,21.0,3rd,Cherbourg,Lebanon,7.0406,0.0,0.0,no
439,male,,3rd,Cherbourg,Bulgaria,7.1711,0.0,0.0,no
440,female,22.0,1st,Cherbourg,United States,59.08,0.0,1.0,yes
441,female,44.0,1st,Cherbourg,United States,59.08,0.0,1.0,yes
442,female,35.0,1st,Southampton,,211.1,0.0,0.0,yes
443,male,23.0,1st,Cherbourg,,79.04,0.0,0.0,no
444,male,47.0,2nd,Southampton,England,10.1,0.0,0.0,no
445,male,19.0,2nd,Southampton,England,11.1,1.0,0.0,no
446,male,21.0,2nd,Southampton,England,11.1,1.0,0.0,no
447,male,24.0,2nd,Southampton,England,13.1,0.0,0.0,no
448,male,23.0,3rd,Southampton,Wales,8.01,0.0,0.0,no
449,male,31.0,2nd,Southampton,Ireland,13.0,0.0,0.0,no
450,male,24.0,2nd,Southampton,England,13.0,0.0,0.0,no
451,female,17.0,3rd,Queenstown,Ireland,7.1408,0.0,0.0,yes
452,male,30.0,2nd,Southampton,Argentina,13.0,0.0,0.0,no
453,female,18.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,yes
454,male,47.0,1st,Cherbourg,United States,89.0201,1.0,0.0,yes
455,female,40.0,1st,Cherbourg,United States,89.0201,1.0,0.0,yes
456,male,71.0,1st,Cherbourg,United States,34.1301,0.0,0.0,no
457,male,9.0,3rd,Southampton,England,20.1006,0.0,2.0,yes
458,male,33.0,3rd,Southampton,England,20.1006,1.0,1.0,no
459,male,41.0,3rd,Southampton,,7.17,0.0,0.0,no
460,female,31.0,3rd,Southampton,England,20.1006,1.0,1.0,yes
461,male,9.0,3rd,Southampton,England,46.18,5.0,2.0,no
462,male,1.0,3rd,Southampton,England,46.18,5.0,2.0,no
463,male,11.0,3rd,Southampton,England,46.18,5.0,2.0,no
464,female,10.0,3rd,Southampton,England,46.18,5.0,2.0,no
465,female,16.0,3rd,Southampton,England,46.18,5.0,2.0,no
466,male,14.0,3rd,Southampton,England,46.18,5.0,2.0,no
467,male,42.0,3rd,Southampton,England,46.18,1.0,6.0,no
468,female,43.0,3rd,Southampton,England,46.18,1.0,6.0,no
469,male,53.0,1st,Southampton,United States,28.1,0.0,0.0,yes
470,female,19.0,1st,Southampton,England,153.0903,0.0,0.0,yes
471,male,38.0,1st,Southampton,Canada,30.0,0.0,1.0,no
472,female,59.0,1st,Southampton,England,153.0903,0.0,1.0,yes
473,male,52.0,2nd,Southampton,South Africa,13.0,0.0,0.0,no
474,female,45.0,1st,Cherbourg,United States,63.0702,0.0,1.0,yes
475,male,23.0,1st,Cherbourg,United States,63.0702,0.0,1.0,yes
476,male,20.0,engineering crew,Southampton,England,0.0,0.0,0.0,no
477,male,41.0,3rd,Southampton,England,8.01,0.0,0.0,no
478,male,32.0,3rd,Southampton,Norway,8.0615,0.0,0.0,no
479,male,25.0,3rd,Southampton,England,8.01,0.0,0.0,no
480,male,46.0,1st,Cherbourg,France,79.04,0.0,0.0,no
481,male,19.0,3rd,Southampton,Finland,9.1611,0.0,0.0,no
482,male,37.0,3rd,Southampton,Finland,7.1806,2.0,0.0,no
483,male,28.0,3rd,Southampton,Finland,7.1806,2.0,0.0,no
484,male,19.0,3rd,Southampton,Sweden,7.1506,0.0,0.0,no
485,female,24.0,3rd,Southampton,Switzerland,8.17,0.0,0.0,no
486,male,28.0,3rd,Southampton,Norway,6.1904,1.0,0.0,no
487,male,19.0,3rd,Southampton,Norway,6.1904,1.0,0.0,no
488,male,28.0,3rd,Southampton,Finland,15.17,1.0,0.0,no
489,female,24.0,3rd,Southampton,Finland,15.17,1.0,0.0,yes
490,male,30.0,2nd,Southampton,England,13.0,0.0,0.0,no
491,male,0.5833333333,2nd,Southampton,United States,14.1,1.0,1.0,yes
492,female,23.0,2nd,Southampton,United States,14.1,0.0,2.0,yes
493,male,19.0,3rd,Southampton,Belgium,9.1,0.0,0.0,no
494,male,27.0,3rd,Cherbourg,Lebanon,7.0407,0.0,0.0,yes
495,male,18.0,3rd,Cherbourg,Lebanon,7.0406,0.0,0.0,no
496,male,35.0,3rd,Cherbourg,Lebanon,7.0407,0.0,0.0,no
497,male,41.0,3rd,Southampton,United States,14.0202,2.0,0.0,no
498,male,26.0,3rd,Southampton,Denmark,7.1701,1.0,0.0,no
499,male,21.0,3rd,Southampton,Denmark,7.1701,0.0,0.0,no
500,female,45.0,3rd,Southampton,United States,14.0202,1.0,0.0,yes
501,male,45.0,2nd,Southampton,United States,13.0,0.0,0.0,no
502,male,25.0,1st,Cherbourg,United States,55.081,1.0,0.0,yes
503,female,21.0,1st,Cherbourg,United States,55.081,1.0,0.0,yes
504,female,17.0,3rd,Queenstown,Ireland,7.1408,0.0,0.0,no
505,female,21.0,3rd,Southampton,England,7.11,0.0,0.0,no
506,female,6.0,2nd,Southampton,Scotland,33.0,0.0,1.0,yes
507,male,48.0,1st,Cherbourg,United States,76.1407,1.0,0.0,yes
508,female,49.0,1st,Cherbourg,United States,76.1407,1.0,0.0,yes
509,male,39.0,2nd,Southampton,Scotland,33.0,0.0,1.0,no
510,male,37.0,1st,Southampton,England,42.08,0.0,0.0,no
511,male,62.0,2nd,Southampton,England,10.1,0.0,0.0,yes
512,male,45.0,1st,Southampton,United States,83.0906,1.0,0.0,no
513,female,35.0,1st,Southampton,United States,83.0906,1.0,0.0,yes
514,male,45.0,2nd,Southampton,England,10.1,0.0,0.0,no
515,male,46.0,1st,Southampton,England,,0.0,0.0,no
516,male,33.0,2nd,Southampton,England,,,,no
517,female,7.0,2nd,Southampton,England,26.05,0.0,2.0,yes
518,male,47.0,2nd,Southampton,England,26.05,1.0,1.0,no
519,male,29.0,3rd,Queenstown,Ireland,6.1702,0.0,0.0,no
520,female,48.0,2nd,Southampton,England,26.05,1.0,1.0,yes
521,male,27.0,1st,Cherbourg,Egypt,76.1407,0.0,0.0,yes
522,male,45.0,1st,Southampton,England,30.0,0.0,0.0,yes
523,female,24.0,1st,Cherbourg,United States,83.0302,0.0,0.0,yes
524,male,55.0,1st,Southampton,Canada,93.1,1.0,1.0,no
525,female,52.0,1st,Southampton,Canada,93.1,1.0,1.0,yes
526,male,42.0,1st,Southampton,England,42.1,0.0,0.0,no
527,female,33.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,yes
528,male,27.0,3rd,Southampton,Sweden,6.1906,0.0,0.0,yes
529,male,24.0,3rd,Southampton,,56.0911,0.0,0.0,yes
530,female,20.0,3rd,Queenstown,Ireland,6.15,0.0,0.0,no
531,female,16.0,3rd,Southampton,Finland,7.1806,0.0,0.0,yes
532,female,23.0,3rd,Southampton,Finland,7.1806,0.0,0.0,no
533,female,22.0,3rd,Southampton,Sweden,8.1903,0.0,0.0,yes
534,male,30.0,3rd,Southampton,Hungary,7.1711,0.0,0.0,no
535,female,28.0,3rd,Southampton,Sweden,7.1506,0.0,0.0,no
536,female,21.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
537,female,24.0,2nd,Southampton,England,65.0,1.0,2.0,yes
538,female,24.0,2nd,Southampton,England,65.0,1.0,2.0,yes
539,male,50.0,2nd,Southampton,England,65.0,1.0,2.0,no
540,female,50.0,2nd,Southampton,India,65.0,1.0,2.0,yes
541,female,56.0,2nd,Southampton,India,16.0,0.0,0.0,yes
542,male,24.0,2nd,Southampton,England,73.1,2.0,0.0,no
543,male,30.0,2nd,Southampton,England,73.1,2.0,0.0,no
544,male,21.0,2nd,Southampton,England,73.1,2.0,0.0,no
545,male,44.0,1st,Southampton,England,51.1703,0.0,0.0,no
546,female,18.0,2nd,Southampton,Finland,13.0,1.0,1.0,no
547,male,55.0,1st,Southampton,England,50.0,0.0,0.0,no
548,female,17.0,1st,Cherbourg,United States,57.1907,0.0,1.0,yes
549,female,44.0,1st,Cherbourg,United States,57.1907,0.0,1.0,yes
550,female,2.0,3rd,Southampton,Finland,12.0509,0.0,1.0,yes
551,female,22.0,3rd,Southampton,Finland,12.0509,1.0,1.0,yes
552,female,20.0,2nd,Southampton,England,23.0,2.0,1.0,yes
553,male,24.0,2nd,Southampton,England,11.1,2.0,1.0,no
554,male,36.0,2nd,Southampton,England,13.0,0.0,0.0,no
555,female,54.0,2nd,Southampton,England,23.0,1.0,3.0,yes
556,male,50.0,2nd,Southampton,England,13.0,0.0,0.0,no
557,female,51.0,1st,Cherbourg,United States,77.1902,1.0,0.0,yes
558,female,29.0,2nd,Southampton,England,26.0,1.0,0.0,yes
559,male,44.0,2nd,Southampton,England,26.0,1.0,0.0,no
560,male,43.0,3rd,Southampton,Sweden,6.09,0.0,0.0,no
561,male,18.0,3rd,Southampton,Norway,22.1006,0.0,0.0,no
562,male,42.0,1st,Southampton,United States,52.0,1.0,0.0,no
563,female,35.0,1st,Southampton,United States,52.0,1.0,0.0,yes
564,male,40.0,1st,Southampton,United States,26.11,0.0,0.0,yes
565,female,27.0,3rd,Southampton,Finland,7.1806,0.0,0.0,yes
566,male,21.0,2nd,Southampton,England,73.1,0.0,0.0,no
567,male,22.0,3rd,Queenstown,,7.15,0.0,0.0,no
568,male,41.0,2nd,Southampton,Japan,13.0,0.0,0.0,yes
569,female,26.0,3rd,Southampton,England,8.01,0.0,0.0,yes
570,male,63.0,2nd,Southampton,England,26.0,1.0,0.0,no
571,female,61.0,2nd,Southampton,England,26.0,1.0,0.0,no
572,male,38.0,1st,Southampton,United States,100.0,1.0,0.0,yes
573,female,31.0,1st,Southampton,United States,100.0,1.0,0.0,yes
574,male,43.0,1st,Cherbourg,United States,30.1311,0.0,0.0,no
575,male,42.0,3rd,Southampton,Norway,7.13,0.0,0.0,no
576,male,21.0,2nd,Southampton,,,,,no
577,male,34.0,2nd,Southampton,England,12.0506,0.0,0.0,no
578,male,34.0,3rd,Southampton,England,7.1709,0.0,0.0,yes
579,male,11.0,3rd,Cherbourg,,18.1509,0.0,0.0,no
580,female,18.0,3rd,Cherbourg,Syria,7.0407,0.0,0.0,yes
581,male,33.0,3rd,Cherbourg,Lebanon,14.0902,0.0,0.0,no
582,female,39.0,1st,Southampton,,80.0,0.0,0.0,yes
583,female,17.0,2nd,Southampton,Channel Islands,10.1,0.0,0.0,yes
584,male,32.0,3rd,Southampton,,7.1711,0.0,0.0,no
585,female,17.0,3rd,Southampton,United States,7.1806,1.0,0.0,no
586,female,25.0,3rd,Southampton,Finland,7.1806,1.0,0.0,no
587,female,50.0,1st,Cherbourg,United States,28.1403,0.0,0.0,no
588,male,49.0,1st,Southampton,England,,0.0,0.0,yes
589,male,20.0,3rd,Southampton,Bulgaria,7.1711,0.0,0.0,no
590,female,16.0,3rd,Cherbourg,,14.0901,1.0,0.0,no
591,female,19.0,3rd,Cherbourg,,14.0901,1.0,0.0,no
592,female,24.0,2nd,Southampton,England,27.0,2.0,1.0,yes
593,male,42.0,2nd,Southampton,South Africa,27.0,1.0,0.0,no
594,male,30.0,3rd,Cherbourg,Croatia (Modern),7.1711,0.0,0.0,yes
595,male,21.0,3rd,Southampton,Sweden,7.1511,0.0,0.0,yes
596,male,21.0,3rd,Southampton,,7.01,0.0,0.0,no
597,male,46.0,2nd,Southampton,Wales,15.0,0.0,0.0,no
598,male,24.0,2nd,Southampton,England,31.1,2.0,0.0,no
599,male,21.0,2nd,Southampton,England,31.1,2.0,0.0,no
600,male,32.0,2nd,Southampton,England,10.1,0.0,0.0,no
601,male,20.0,3rd,Southampton,Denmark,7.1701,0.0,0.0,no
602,male,48.0,3rd,Southampton,Denmark,7.0101,0.0,0.0,no
603,male,17.0,3rd,Southampton,Denmark,7.1701,1.0,0.0,no
604,female,26.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,yes
605,female,23.0,2nd,Cherbourg,United States,13.151,0.0,0.0,yes
606,male,29.0,3rd,Southampton,Norway,8.0203,0.0,0.0,yes
607,male,34.0,3rd,Southampton,Finland,6.0911,0.0,0.0,no
608,male,22.0,3rd,Southampton,Sweden,7.1511,0.0,0.0,no
609,male,33.0,3rd,Southampton,Sweden,8.1301,0.0,0.0,no
610,male,31.0,3rd,Southampton,United States,7.1506,0.0,0.0,no
611,male,29.0,3rd,Southampton,United States,7.1701,0.0,0.0,no
612,male,26.0,3rd,Southampton,Sweden,7.1506,0.0,0.0,yes
613,male,4.0,3rd,Southampton,,11.0208,1.0,1.0,yes
614,female,1.0,3rd,Southampton,,11.0208,1.0,1.0,yes
615,male,49.0,3rd,Southampton,United States,,,,no
616,male,33.0,3rd,Southampton,United States,7.1506,0.0,0.0,no
617,female,26.0,3rd,Southampton,,11.0208,0.0,2.0,yes
618,male,19.0,3rd,Southampton,United States,,0.0,0.0,no
619,male,8.0,3rd,Southampton,England,23.09,1.0,2.0,no
620,female,7.0,3rd,Southampton,England,23.09,1.0,2.0,no
621,male,35.0,3rd,Southampton,Scotland,23.09,1.0,2.0,no
622,female,36.0,3rd,Southampton,Scotland,23.09,1.0,2.0,no
623,male,46.0,1st,Southampton,United States,26.0,0.0,0.0,no
624,male,23.0,3rd,Southampton,Bulgaria,7.1711,0.0,0.0,no
625,male,25.0,3rd,Southampton,Sweden,7.1701,0.0,0.0,yes
626,male,27.0,3rd,Southampton,Sweden,7.1701,0.0,0.0,no
627,male,39.0,3rd,Cherbourg,Lebanon,7.0407,0.0,2.0,no
628,male,50.0,1st,Southampton,England,26.0,0.0,0.0,no
629,female,20.0,3rd,Southampton,Finland,9.161,1.0,0.0,no
630,female,21.0,3rd,Southampton,Finland,9.161,1.0,0.0,no
631,male,32.0,3rd,Southampton,Finland,7.1806,0.0,0.0,yes
632,male,17.0,3rd,Southampton,Finland,7.0206,0.0,0.0,no
633,male,21.0,3rd,Southampton,Norway,8.0808,0.0,0.0,no
634,male,34.0,2nd,Southampton,Russia,26.0,1.0,0.0,no
635,female,24.0,2nd,Southampton,Russia,26.0,1.0,0.0,yes
636,male,30.0,3rd,Southampton,Hungary,7.1711,0.0,0.0,no
637,male,21.0,3rd,Southampton,Sweden,7.1511,0.0,0.0,yes
638,male,33.0,3rd,Southampton,Sweden,7.1701,0.0,0.0,no
639,male,22.0,3rd,Southampton,Sweden,7.1005,0.0,0.0,no
640,female,22.0,2nd,Southampton,United States,21.0,0.0,0.0,no
641,female,5.0,3rd,Cherbourg,Slovenia,13.0804,0.0,1.0,yes
642,male,39.0,3rd,Cherbourg,United States,13.0804,0.0,1.0,yes
643,male,19.0,3rd,Cherbourg,Greece,7.0407,0.0,0.0,no
644,female,46.0,2nd,Queenstown,Ireland,12.07,0.0,0.0,yes
645,male,23.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
646,male,35.0,2nd,Queenstown,Ireland,12.07,0.0,0.0,no
647,male,39.0,3rd,Southampton,United States,7.05,0.0,0.0,no
648,male,33.0,1st,Southampton,England,211.1,0.0,0.0,no
649,female,20.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,yes
650,female,22.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,yes
651,male,19.0,3rd,Southampton,Scotland,8.01,0.0,0.0,no
652,male,44.0,3rd,Queenstown,Ireland,7.1607,0.0,0.0,no
653,male,44.0,engineering crew,Southampton,England,0.0,0.0,0.0,no
654,female,49.0,2nd,Southampton,England,13.1,0.0,0.0,yes
655,male,24.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,yes
656,male,58.0,1st,Cherbourg,United States,29.14,0.0,0.0,no
657,male,41.0,1st,Southampton,United States,51.1703,1.0,0.0,no
658,female,40.0,1st,Southampton,United States,51.1703,1.0,0.0,yes
659,male,25.0,3rd,Cherbourg,Lebanon,14.0901,1.0,0.0,no
660,female,20.0,3rd,Cherbourg,Lebanon,14.0901,1.0,0.0,no
661,male,25.0,3rd,Queenstown,Ireland,7.15,1.0,0.0,no
662,male,22.0,3rd,Queenstown,Ireland,7.15,1.0,0.0,no
663,male,22.0,3rd,Queenstown,Ireland,7.1409,0.0,0.0,no
664,male,42.0,1st,Southampton,United States,52.1101,1.0,0.0,yes
665,female,45.0,1st,Southampton,United States,52.1101,1.0,0.0,yes
666,female,4.0,3rd,Southampton,Switzerland,22.0,0.0,2.0,yes
667,female,26.0,3rd,Southampton,Switzerland,22.0,1.0,1.0,yes
668,female,23.0,3rd,Southampton,Switzerland,8.1303,2.0,0.0,no
669,male,29.0,3rd,Southampton,Switzerland,22.0,3.0,1.0,yes
670,male,26.0,3rd,Southampton,Switzerland,8.1303,2.0,0.0,no
671,male,52.0,2nd,Queenstown,United States,12.07,0.0,0.0,no
672,male,41.0,1st,Southampton,United States,26.11,0.0,0.0,no
673,female,1.0,3rd,Southampton,Sweden,12.0308,1.0,1.0,no
674,male,18.0,3rd,Southampton,Sweden,7.1701,1.0,1.0,no
675,female,36.0,3rd,Southampton,Sweden,12.0308,0.0,2.0,no
676,male,41.0,2nd,Belfast,Northern Ireland,,0.0,0.0,no
677,male,,3rd,Cherbourg,Bulgaria,7.1711,0.0,0.0,no
678,male,25.0,3rd,Cherbourg,Turkey,7.0407,0.0,0.0,yes
679,female,29.0,1st,Southampton,,211.0609,0.0,0.0,yes
680,male,23.0,2nd,Southampton,England,,,,no
681,male,26.0,3rd,Southampton,Scotland,7.11,0.0,0.0,no
682,male,31.0,2nd,Southampton,Sweden,10.1,0.0,0.0,no
683,male,35.0,3rd,Cherbourg,Lebanon,7.0406,0.0,0.0,no
684,male,35.0,2nd,Southampton,United States,26.0,1.0,1.0,no
685,female,34.0,2nd,Southampton,United States,26.0,1.0,1.0,no
686,female,37.0,3rd,Southampton,Finland,9.1109,0.0,0.0,no
687,male,31.0,2nd,Queenstown,Ireland,10.1402,0.0,0.0,no
688,male,38.0,3rd,Southampton,China/Hong Kong,56.0911,0.0,0.0,yes
689,male,23.0,3rd,Southampton,,56.0911,0.0,0.0,no
690,female,22.0,3rd,Southampton,Sweden,7.05,0.0,0.0,yes
691,male,17.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
692,male,32.0,3rd,Southampton,,56.0911,0.0,0.0,yes
693,female,1.0,2nd,Cherbourg,France,41.1107,1.0,2.0,yes
694,female,3.0,2nd,Cherbourg,France,41.1107,1.0,2.0,yes
695,male,25.0,2nd,Cherbourg,France,41.1107,1.0,2.0,no
696,female,22.0,2nd,Cherbourg,France,41.1107,1.0,2.0,yes
697,male,29.0,3rd,Southampton,United States,9.0908,0.0,0.0,no
698,male,29.0,3rd,Southampton,Sweden,7.1506,0.0,0.0,no
699,male,22.0,3rd,Southampton,Sweden,7.1506,0.0,0.0,no
700,female,49.0,1st,Southampton,United States,25.1807,0.0,0.0,yes
701,male,5.0,3rd,Southampton,,25.0904,3.0,1.0,no
702,female,3.0,3rd,Southampton,,25.0904,3.0,1.0,no
703,female,8.0,3rd,Southampton,,25.0904,3.0,1.0,no
704,female,12.0,3rd,Southampton,,25.0904,3.0,1.0,no
705,female,40.0,3rd,Southampton,,25.0904,0.0,4.0,no
706,female,17.0,2nd,Cherbourg,Switzerland,12.0,0.0,0.0,yes
707,male,32.0,3rd,Southampton,Finland,7.1806,0.0,0.0,no
708,female,31.0,2nd,Southampton,Scotland,33.0,0.0,0.0,yes
709,female,39.0,2nd,Southampton,England,10.1,0.0,0.0,yes
710,female,18.0,3rd,Queenstown,Ireland,15.1,1.0,0.0,no
711,male,20.0,3rd,Queenstown,Ireland,15.1,1.0,0.0,no
712,female,27.0,1st,Cherbourg,France,106.0806,0.0,0.0,yes
713,male,41.0,3rd,Southampton,England,24.03,0.0,0.0,no
714,male,35.0,1st,Cherbourg,,512.0607,0.0,0.0,yes
715,male,37.0,2nd,Southampton,Canada,12.1706,0.0,0.0,no
716,male,30.0,1st,Cherbourg,United States,27.1405,0.0,0.0,no
717,male,25.0,2nd,Southampton,England,10.1,0.0,0.0,no
718,male,24.0,3rd,Southampton,Belgium,9.1,0.0,0.0,no
719,female,25.0,3rd,Southampton,Sweden,7.1506,0.0,0.0,no
720,female,45.0,3rd,Southampton,England,7.15,0.0,0.0,no
721,male,42.0,1st,Southampton,Sweden,26.11,0.0,0.0,no
722,male,36.0,3rd,Southampton,Sweden,15.11,1.0,0.0,no
723,female,30.0,3rd,Southampton,Sweden,15.11,1.0,0.0,no
724,male,20.0,3rd,Southampton,Finland,7.1806,1.0,0.0,yes
725,female,55.0,1st,Cherbourg,Sweden,27.1405,0.0,0.0,yes
726,male,21.0,3rd,Queenstown,Ireland,7.1707,0.0,0.0,no
727,female,16.0,1st,Cherbourg,France,39.08,0.0,1.0,yes
728,female,50.0,1st,Cherbourg,United States,39.08,0.0,1.0,yes
729,male,61.0,2nd,Queenstown,Ireland,12.07,0.0,0.0,no
730,male,28.0,3rd,Southampton,,56.0911,0.0,0.0,no
731,male,27.0,3rd,Southampton,Austria,9.1,0.0,0.0,no
732,male,25.0,3rd,Southampton,Latvia,7.05,0.0,0.0,no
733,female,34.0,3rd,Southampton,England,16.02,1.0,0.0,no
734,male,31.0,3rd,Southampton,England,16.02,1.0,0.0,no
735,male,19.0,3rd,Southampton,England,7.1707,0.0,0.0,no
736,female,21.0,1st,Cherbourg,United States,77.1902,0.0,0.0,yes
737,male,29.0,1st,Southampton,United States,30.0,0.0,0.0,no
738,male,30.0,1st,Southampton,United States,45.1,0.0,0.0,no
739,male,50.0,2nd,Southampton,England,26.0,1.0,0.0,no
740,female,43.0,2nd,Southampton,England,26.0,1.0,0.0,yes
741,male,20.0,3rd,Southampton,England,7.05,0.0,0.0,no
742,male,29.0,3rd,Southampton,Croatia (Modern),8.1303,0.0,0.0,yes
743,male,50.0,3rd,Southampton,Sweden,7.0101,0.0,0.0,no
744,female,23.0,3rd,Southampton,United States,7.1701,0.0,0.0,yes
745,male,32.0,3rd,Southampton,Sweden,7.1107,0.0,0.0,yes
746,female,59.0,1st,Cherbourg,France,146.1005,0.0,0.0,yes
747,male,30.0,3rd,Cherbourg,Greece,6.0809,0.0,0.0,no
748,male,44.0,3rd,Southampton,,7.1711,0.0,0.0,no
749,male,20.0,3rd,Southampton,Scotland,7.11,0.0,0.0,no
750,female,57.0,2nd,Southampton,England,10.1,0.0,0.0,no
751,female,21.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,yes
752,female,16.0,1st,Southampton,United States,211.0609,0.0,1.0,yes
753,male,24.0,3rd,Southampton,Norway,7.021,0.0,0.0,yes
754,male,22.0,3rd,Southampton,Finland,7.0206,0.0,0.0,no
755,male,30.0,1st,Southampton,United States,26.0,0.0,0.0,no
756,female,20.0,3rd,Queenstown,Ireland,7.1707,0.0,0.0,no
757,female,20.0,1st,Southampton,England,86.1,0.0,0.0,yes
758,male,34.0,3rd,Southampton,England,8.01,0.0,0.0,no
759,male,29.0,3rd,Southampton,Finland,7.1806,0.0,0.0,no
760,male,25.0,2nd,Cherbourg,France,15.0,0.0,0.0,no
761,male,1.0,2nd,Cherbourg,France,37.0,0.0,2.0,yes
762,male,45.0,2nd,Cherbourg,France,37.0,1.0,1.0,no
763,female,24.0,2nd,Cherbourg,France,37.0,1.0,1.0,yes
764,male,18.0,3rd,Cherbourg,Lebanon,7.0407,0.0,0.0,yes
765,female,32.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,no
766,male,30.0,2nd,Cherbourg,United States,15.1107,0.0,0.0,no
767,female,28.0,3rd,Queenstown,Ireland,7.1409,0.0,0.0,yes
768,male,25.0,3rd,Cherbourg,Turkey,7.0407,0.0,0.0,no
769,male,29.0,1st,Cherbourg,France,29.14,0.0,0.0,yes
770,male,23.0,3rd,Southampton,Yugoslavia,7.1711,0.0,0.0,no
771,male,35.0,3rd,Southampton,Bulgaria,7.1711,0.0,0.0,no
772,male,33.0,3rd,Cherbourg,Slovenia,7.1711,0.0,0.0,no
773,male,18.0,1st,Southampton,United States,53.02,1.0,0.0,no
774,female,18.0,1st,Southampton,Scotland,53.02,1.0,0.0,yes
775,male,30.0,3rd,Cherbourg,Bulgaria,7.1711,0.0,0.0,no
776,male,23.0,2nd,Southampton,England,13.0,0.0,0.0,no
777,male,36.0,2nd,Southampton,England,16.0,0.0,0.0,no
778,female,24.0,1st,Cherbourg,Belgium,49.1001,0.0,0.0,yes
779,male,46.0,1st,Southampton,Canada,75.041,0.0,0.0,no
780,female,25.0,3rd,Queenstown,Ireland,7.15,0.0,0.0,yes
781,male,55.0,1st,Southampton,United States,51.1703,0.0,0.0,no
782,male,19.0,3rd,Queenstown,United States,7.15,0.0,0.0,yes
783,female,29.0,3rd,Queenstown,Ireland,23.05,2.0,0.0,yes
784,female,26.0,3rd,Queenstown,Ireland,23.05,2.0,0.0,yes
